OTUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,IA1,IA2,IA3,IA4,IA5,IA18,IA19,IA20,IA21,IA22,IA24,IA25,IA27,IA29,IA30,IA35,IA37,IA39,IA40,IA41,IA42,IA43,IA44,IA45,IA46,IS6,IS7,IS9,IS10,IS11,IS12,IS13,IS14,IS15,IS17,IS50,IS23,IS28,IS31,IS32,IS33,IS34,IS36,IS38,IS47,IS48
500,15,237,17,168,13,201,206,239,120,196,54,9,7,10,3,0,5,1,0,0,1,2,6,0,2,4,3,5,0,0,0,0,0,2,0,1,1,0,6,0,2,11,0,5,7,4,4,2,2,2,1,0,2,1,0,0,2,5
502,34,680,47,508,60,649,587,797,332,587,171,47,15,17,16,4,23,2,0,2,1,1,11,0,6,16,8,11,0,0,1,1,0,10,1,0,1,6,15,1,1,42,7,10,14,18,4,2,6,15,0,0,6,5,1,0,1,1
507,55,716,57,615,59,754,738,904,430,700,170,59,29,34,9,6,19,1,2,0,2,3,18,2,8,19,9,23,0,0,0,1,0,8,0,1,0,14,20,1,10,57,3,18,22,29,4,2,6,22,0,1,11,2,1,2,0,6
521,50,833,60,728,80,824,835,1163,449,831,218,83,24,33,15,6,34,2,2,3,5,5,29,0,7,31,19,33,2,1,0,4,0,8,1,2,1,7,24,3,14,81,9,13,24,29,4,6,7,30,0,2,5,7,2,2,4,16
523,60,870,71,719,81,814,847,1022,431,832,196,94,28,30,20,16,28,2,4,1,2,3,47,2,10,30,10,34,1,0,1,3,0,10,0,0,1,9,21,0,7,64,8,18,17,32,9,10,11,35,0,2,7,6,1,0,4,12
525,14,169,12,144,7,174,169,241,86,168,55,15,3,8,3,2,7,0,1,2,3,1,4,1,4,10,1,7,1,1,0,0,0,3,0,0,0,3,5,0,2,13,0,2,5,7,1,0,2,1,0,1,0,2,0,0,0,2
528,22,343,39,279,39,321,348,393,198,325,72,42,7,15,4,3,7,1,2,1,2,1,9,0,5,12,4,9,2,0,1,1,0,7,0,0,1,4,12,2,2,32,3,5,9,13,3,3,1,14,2,0,1,3,1,0,1,2
531,16,164,9,121,19,143,155,188,98,138,37,17,11,5,1,1,8,0,0,0,0,1,5,0,1,7,3,8,0,0,1,0,0,1,0,0,0,2,2,1,1,12,1,1,3,7,1,1,3,6,0,1,1,0,0,0,1,3
533,41,320,32,245,30,330,308,387,161,303,69,44,11,13,8,2,12,1,0,0,2,0,5,1,4,18,8,11,2,0,0,0,0,4,0,0,1,4,8,1,4,34,3,9,11,11,4,1,1,10,0,1,4,1,1,1,0,2
535,31,299,30,250,28,266,283,362,163,291,64,48,13,13,11,3,14,1,2,0,2,3,11,0,6,12,4,13,1,0,0,1,0,8,0,1,1,3,6,1,4,22,2,9,7,6,1,2,3,14,0,1,9,0,1,0,0,4
537,20,167,7,139,15,154,154,189,76,153,29,16,6,5,7,1,6,0,2,1,0,0,6,0,1,7,3,5,0,0,0,2,0,2,1,0,0,3,7,1,3,15,2,4,3,5,3,0,3,5,0,1,4,1,0,0,0,2
538,41,391,48,338,59,401,398,527,246,439,107,77,17,29,14,4,20,2,2,3,1,2,22,0,7,26,5,15,1,0,0,2,0,10,0,2,4,8,20,2,7,45,3,20,15,12,7,2,0,20,0,2,4,1,0,2,2,3
541,35,249,31,238,30,269,272,356,132,287,65,55,13,12,11,4,12,0,1,0,0,2,11,0,2,12,7,15,0,0,1,2,0,3,1,0,0,3,12,1,7,34,1,13,10,8,4,1,1,9,0,2,7,2,0,0,0,0
546,79,385,64,322,60,400,408,537,261,412,81,96,21,29,8,4,14,1,1,2,0,2,25,1,5,23,9,14,1,0,0,2,0,3,0,1,2,6,18,3,10,44,5,16,13,19,5,2,5,17,0,3,7,2,3,0,6,6
547,47,243,49,214,39,244,270,368,152,257,54,69,11,10,12,2,9,1,0,1,1,3,12,2,7,20,3,13,0,0,0,0,0,4,1,1,1,3,9,2,3,36,2,8,15,9,2,3,0,11,0,1,2,2,2,2,1,5
548,91,586,68,491,68,616,687,860,376,699,127,129,44,38,19,15,30,1,3,3,6,3,43,1,13,54,26,44,1,1,1,4,0,17,1,1,3,6,32,8,17,85,5,26,23,24,6,2,7,43,0,5,14,12,3,0,9,9
549,55,241,43,188,45,274,252,330,143,246,49,77,15,10,9,6,8,1,1,3,0,1,15,0,6,14,6,19,1,0,1,2,0,7,0,0,1,0,5,3,4,39,2,5,10,15,5,4,2,13,0,1,3,1,1,0,3,3
552,72,368,69,314,61,337,412,509,210,363,89,97,24,30,11,4,20,2,0,2,1,1,17,3,9,32,2,30,2,0,1,2,1,6,1,0,1,8,21,1,6,59,1,12,16,20,6,3,7,21,0,5,3,5,2,1,2,5
554,50,246,40,197,36,240,272,353,151,278,60,63,19,24,10,11,7,1,0,1,1,2,12,3,5,21,7,15,1,1,1,3,0,5,0,0,1,2,11,0,7,27,2,12,11,9,4,0,2,10,1,3,6,3,2,0,2,2
556,17,101,17,115,18,110,114,170,94,123,31,37,4,9,9,2,6,0,2,1,1,0,8,0,2,12,4,9,0,0,0,0,0,2,0,0,0,2,5,1,2,18,4,7,5,4,1,2,1,6,0,1,3,1,0,2,0,1
561,62,354,39,269,45,300,367,434,177,349,72,101,22,22,13,5,17,1,2,2,2,0,22,2,11,36,3,19,2,0,1,4,0,9,1,1,0,7,17,2,8,52,2,12,10,16,4,4,4,26,2,3,10,4,0,2,1,4
563,21,110,17,114,10,127,119,144,72,123,29,39,7,14,7,4,3,1,1,0,0,0,8,2,3,10,3,12,0,0,0,1,0,0,0,1,2,0,9,0,1,14,0,4,6,1,0,2,4,4,0,0,4,2,1,1,0,3
565,20,112,9,99,13,98,131,137,59,107,18,21,4,8,3,2,4,0,0,0,2,0,9,0,3,13,1,10,0,0,1,0,0,5,0,0,1,3,8,0,2,11,2,7,12,4,2,2,3,7,0,0,4,3,0,0,0,3
566,19,102,12,76,13,105,102,158,72,119,25,20,9,8,6,4,4,0,0,1,0,0,6,2,5,11,4,6,1,0,0,1,0,3,0,0,0,3,8,1,2,17,0,2,2,3,1,1,0,7,1,2,4,0,0,2,1,2
569,31,209,22,207,20,195,196,283,135,204,55,61,9,13,9,2,15,0,3,1,1,2,12,1,6,20,6,15,0,0,0,2,2,1,1,2,3,3,20,0,6,26,7,8,5,10,2,7,7,11,0,1,4,2,0,1,2,5
575,10,181,9,185,19,185,198,271,112,206,44,26,22,11,8,8,11,0,1,0,3,2,16,0,4,22,10,10,1,0,1,5,0,5,1,0,2,5,11,4,3,32,4,6,9,11,5,1,1,11,0,2,4,5,0,0,0,5
579,19,169,13,160,19,159,208,260,118,200,33,30,12,15,11,10,11,3,0,0,0,0,15,1,9,16,2,17,1,2,1,4,0,3,0,1,3,2,8,0,4,33,1,5,11,10,3,2,5,16,0,4,6,1,0,0,1,6
582,15,184,4,172,13,171,203,242,96,196,38,22,11,13,9,3,10,2,2,1,0,1,17,0,8,21,6,19,0,1,0,1,1,5,1,1,2,1,13,1,7,27,2,11,10,9,6,2,3,20,2,2,4,4,0,0,0,2
585,22,247,17,201,44,263,277,388,158,249,50,41,21,19,13,8,24,1,3,2,3,4,14,4,7,31,10,15,0,0,0,0,0,8,1,0,2,7,21,4,11,40,3,10,11,18,4,1,3,21,1,2,3,1,2,3,4,8
587,36,313,22,286,39,362,422,424,231,391,71,53,21,34,18,16,22,2,6,0,2,1,27,1,8,35,11,26,1,1,0,3,0,21,1,1,1,15,23,8,9,58,6,26,19,14,4,7,3,31,1,4,10,2,1,2,4,3
590,119,906,109,896,114,995,1123,1459,685,1215,224,163,90,119,70,37,57,7,7,5,12,9,109,6,44,114,49,91,3,1,4,8,2,33,3,5,9,27,69,4,23,208,15,57,74,85,28,15,27,107,3,8,30,13,7,3,9,35
617,69,338,38,346,52,388,410,544,250,450,77,85,41,42,28,24,38,4,4,3,2,2,53,0,19,58,11,54,1,1,1,4,0,17,0,1,7,18,41,2,8,87,7,23,22,57,5,8,11,36,2,8,11,9,1,3,3,17
623,47,298,35,305,44,287,416,462,240,415,87,85,38,26,30,15,34,3,2,4,1,4,43,3,23,48,24,41,2,1,1,1,2,13,1,2,2,16,30,1,7,88,4,19,22,41,11,12,9,44,1,6,14,9,1,3,8,15
628,23,97,15,105,19,103,131,162,89,147,25,28,13,10,10,1,12,1,0,1,1,1,15,2,5,13,7,14,3,0,0,1,0,8,0,0,0,3,16,1,2,23,1,15,9,8,2,3,4,14,0,1,10,1,1,0,2,4
629,68,269,36,284,47,269,377,453,246,385,84,96,36,48,22,23,37,3,5,7,1,4,47,6,22,60,27,46,4,0,1,4,0,13,0,1,2,17,30,4,10,114,3,30,42,36,10,10,13,49,4,8,17,6,1,3,14,7
635,23,77,20,98,22,95,117,162,64,142,23,43,7,21,14,5,13,1,0,1,1,1,12,0,7,15,6,23,2,0,1,2,0,5,0,0,1,1,17,0,4,45,4,13,7,21,1,2,1,13,1,4,5,2,0,1,3,5
638,23,73,19,85,23,86,109,158,82,128,18,36,16,18,13,5,18,1,1,1,2,2,16,2,7,21,9,19,2,0,0,2,0,4,0,1,2,4,13,2,3,28,3,6,11,15,6,4,7,11,1,2,7,4,1,0,1,4
648,140,454,67,485,131,497,578,810,375,645,113,181,90,87,58,27,86,4,2,4,8,11,95,6,39,109,44,73,4,3,2,11,1,24,1,3,3,27,57,3,26,183,12,66,78,86,24,14,14,82,1,9,37,21,6,5,11,37
657,42,166,33,213,31,187,220,289,154,260,57,70,35,33,29,15,32,3,4,4,0,4,36,3,17,42,15,41,0,0,1,3,0,9,1,1,7,10,29,0,12,83,4,25,32,39,10,4,5,34,2,4,12,7,0,6,2,15
672,153,515,85,595,105,618,738,1035,471,860,193,211,139,130,99,51,112,4,14,7,14,10,136,12,63,166,53,160,8,4,7,14,4,53,5,6,6,36,100,5,33,318,19,98,120,128,30,27,30,109,3,13,55,26,5,5,15,41
673,6,33,0,31,5,30,37,57,22,43,12,16,6,9,4,4,7,0,0,2,0,1,3,1,2,7,5,6,0,0,0,0,0,0,0,0,0,3,9,0,1,13,0,8,7,4,0,0,3,9,0,1,3,1,0,0,0,5
688,19,44,8,53,19,62,81,99,66,79,11,22,21,13,11,8,10,2,0,0,2,0,24,1,7,21,4,15,0,0,2,1,0,10,1,2,0,6,9,0,4,48,0,14,13,19,3,1,4,9,0,4,2,2,1,2,1,7
713,56,176,50,224,57,198,264,356,201,262,92,92,79,71,59,28,51,4,7,6,5,10,84,8,35,141,31,169,1,5,3,8,1,22,0,3,3,21,60,2,26,161,12,63,69,69,15,8,23,61,1,9,23,9,3,6,6,18
714,15,38,19,55,17,57,70,111,71,78,21,14,18,26,17,11,19,1,1,2,2,4,22,1,8,33,7,46,2,0,0,4,1,10,1,2,1,9,12,1,13,62,3,24,16,14,5,2,4,25,0,1,9,4,0,0,1,8
724,81,164,37,238,69,217,311,376,231,338,98,106,111,94,78,34,61,8,8,6,8,6,81,8,41,119,44,134,6,0,3,11,0,53,1,2,7,26,73,5,29,228,11,69,76,64,14,16,23,88,3,5,29,10,1,7,4,25
728,25,46,12,59,13,57,103,120,48,70,25,32,33,32,17,12,20,1,3,3,4,2,31,2,11,35,15,29,2,0,0,0,0,9,1,3,5,8,17,1,17,62,3,16,24,21,9,6,13,22,0,5,9,10,0,1,4,7
731,5,19,2,19,9,14,13,34,9,26,2,12,5,8,10,3,5,0,0,1,2,0,9,0,4,9,3,12,0,0,0,3,0,5,0,0,0,1,4,0,1,17,0,3,7,11,1,2,2,3,0,0,1,1,0,1,3,3
738,4,17,7,16,3,15,19,28,10,25,7,14,4,11,5,5,5,0,0,4,1,1,7,0,4,11,3,7,1,1,0,0,0,2,0,0,2,2,8,1,3,23,1,10,10,5,0,2,0,5,0,3,2,1,0,0,2,1
747,37,100,25,139,35,135,155,227,135,207,55,64,54,76,43,21,55,8,8,6,5,7,59,3,21,72,35,80,2,4,3,9,1,20,2,1,5,19,62,3,14,152,11,43,54,51,11,9,19,53,6,10,18,12,4,4,3,25
750,8,17,5,13,4,6,18,22,9,22,3,8,5,8,8,5,8,0,2,0,0,1,9,0,1,4,3,7,0,0,0,0,0,4,0,0,0,0,2,0,4,23,1,8,13,8,0,3,3,8,0,0,3,1,1,1,2,4
758,8,16,6,15,5,16,13,22,13,25,8,5,5,9,1,6,4,0,0,1,1,0,8,0,4,9,2,10,0,0,0,0,0,5,0,1,1,4,7,0,2,14,1,3,10,4,0,1,1,6,0,1,4,1,0,1,0,3
770,31,39,13,49,18,46,45,83,37,66,28,25,38,36,25,16,37,4,2,2,3,4,34,3,8,50,13,29,1,3,1,6,0,10,2,2,2,14,24,1,9,77,4,24,25,32,8,2,11,30,1,1,12,3,4,1,4,9
774,20,41,11,54,23,52,45,88,41,62,25,32,25,23,20,12,25,1,3,2,2,4,25,3,18,45,18,27,0,2,0,2,0,21,0,0,0,8,23,1,4,65,3,20,15,24,3,3,4,20,3,7,12,9,2,2,2,11
777,9,27,8,34,7,16,43,40,20,46,7,18,13,10,12,6,15,0,1,0,0,2,15,0,6,21,11,13,0,0,0,0,0,8,1,1,2,2,13,0,6,31,0,9,6,10,5,2,2,14,0,0,8,4,2,3,1,3
779,13,22,16,28,9,27,27,31,21,41,29,27,24,21,17,18,36,3,3,2,3,4,25,3,15,41,10,30,2,1,4,2,0,14,1,2,4,13,32,0,13,70,8,24,25,36,9,6,5,33,2,3,6,4,1,2,3,10
783,55,81,20,94,36,89,138,161,83,156,56,59,52,47,47,23,59,6,5,7,4,8,58,7,18,79,38,57,3,1,2,6,0,20,0,2,3,14,59,4,23,122,10,38,46,58,15,11,15,72,2,8,15,10,3,3,6,25
784,8,4,4,11,4,12,16,20,16,14,7,11,6,7,5,2,3,1,0,0,0,0,6,0,2,10,4,7,1,0,0,1,0,1,0,0,0,1,8,0,4,17,2,7,7,4,3,3,4,9,0,0,2,1,0,1,3,4
810,6,6,7,20,10,21,14,34,12,21,18,11,18,8,17,8,11,2,2,1,1,2,10,1,7,16,8,22,2,1,0,2,0,12,0,1,0,4,11,0,3,34,4,7,11,5,5,1,2,11,1,1,6,7,2,0,2,2
821,25,35,17,41,33,31,59,88,35,72,32,44,31,28,29,12,36,0,0,3,5,0,40,3,10,52,15,30,2,0,4,6,1,40,0,3,0,12,30,2,14,68,4,22,32,39,8,9,6,30,2,0,15,8,3,0,3,10
823,5,6,1,5,7,9,11,15,5,12,4,7,5,8,5,1,8,0,0,1,2,1,5,0,4,12,5,4,0,0,0,1,0,6,0,0,1,2,2,0,2,22,2,5,1,8,0,2,1,5,0,1,2,3,0,0,0,3
824,13,14,6,20,10,11,16,24,10,25,10,12,11,11,11,3,11,1,4,0,3,2,15,0,4,13,11,13,1,0,0,5,0,12,0,1,2,2,17,0,4,21,3,12,7,7,2,3,2,15,0,0,6,2,0,0,3,2
826,6,2,5,10,2,5,10,16,7,18,8,13,10,12,6,3,3,1,1,0,0,0,10,1,4,7,1,8,2,0,0,0,0,9,0,0,2,0,8,0,1,13,2,8,4,7,3,3,2,9,0,0,1,0,0,1,1,2
830,12,9,8,10,7,11,16,27,6,16,14,9,12,13,10,7,9,3,0,0,0,0,15,0,11,26,5,15,0,0,0,3,0,9,0,1,0,5,17,0,2,23,3,3,14,16,1,2,3,16,0,5,5,4,0,2,6,7
832,20,12,7,23,16,17,23,44,25,26,14,26,22,18,21,8,19,1,0,1,2,4,13,2,12,33,9,27,0,0,1,2,0,21,2,1,1,6,16,1,5,36,3,9,14,24,9,4,7,23,2,5,4,9,0,0,1,7
836,16,6,8,7,8,10,9,26,8,26,10,15,15,18,14,7,12,1,3,0,1,2,14,0,3,18,8,11,0,0,0,3,0,13,0,2,4,5,8,1,4,32,2,5,15,15,3,5,6,12,1,0,5,5,0,4,2,4
840,15,11,6,18,13,16,23,33,16,36,16,29,19,15,19,10,18,2,2,0,1,3,21,1,11,24,7,22,1,0,1,1,0,16,0,1,1,9,17,0,4,50,2,22,17,16,5,6,5,20,0,3,5,5,1,0,3,3
841,17,8,7,17,8,11,18,29,13,24,11,15,14,7,16,1,11,1,2,1,2,2,13,2,4,28,7,8,0,0,0,1,0,11,1,0,1,5,11,0,3,29,1,14,16,16,2,2,2,5,0,3,6,0,2,0,0,3
844,10,11,8,20,3,10,13,16,9,30,6,14,20,19,15,7,13,2,2,0,1,2,4,0,8,22,14,19,0,0,0,1,1,10,0,2,2,1,10,0,4,34,0,6,11,10,4,1,7,9,1,0,2,5,0,0,1,6
847,12,8,9,18,10,8,18,18,11,23,12,16,8,16,11,7,11,0,1,1,1,1,16,1,9,13,9,11,1,0,1,3,0,5,0,0,1,3,14,0,8,29,2,13,14,9,5,3,7,13,2,1,2,2,1,0,3,5
851,71,51,40,65,53,85,97,139,60,127,62,86,82,75,77,36,70,3,5,6,7,10,71,8,40,117,39,73,3,1,3,11,1,55,4,5,3,30,56,2,24,182,15,66,45,63,14,6,21,75,2,6,30,17,2,4,10,25
853,5,3,4,8,7,4,7,16,7,11,8,7,7,8,3,1,3,0,1,0,2,0,9,1,3,10,6,6,1,0,0,0,0,6,0,1,0,1,3,0,2,12,0,3,2,8,0,1,2,5,1,0,3,0,0,0,1,2
863,11,14,11,11,11,10,17,33,12,15,12,15,16,21,17,6,7,1,0,1,0,1,17,1,12,16,10,7,2,0,0,1,0,8,1,0,0,5,8,0,5,29,6,11,8,12,3,3,2,13,0,4,7,4,0,3,2,8
865,14,12,2,14,11,14,16,18,5,18,8,14,14,15,10,2,15,2,1,1,0,4,8,1,8,20,6,10,0,0,0,2,0,8,0,1,2,5,12,0,5,28,3,8,8,15,4,3,2,11,1,1,5,7,0,2,2,3
867,4,8,10,16,6,10,10,22,11,20,17,13,15,19,10,5,11,2,1,0,2,1,11,0,5,14,12,10,1,0,1,1,0,3,1,1,0,5,10,0,3,32,2,16,13,15,1,2,5,12,1,4,9,1,0,1,1,5
870,12,10,4,8,9,12,19,14,5,21,13,13,18,8,11,9,12,1,2,2,1,2,18,1,3,24,4,16,1,1,0,2,0,12,0,0,1,4,11,0,8,32,2,11,9,11,2,2,3,8,0,3,2,5,0,1,3,7
873,4,5,2,7,5,6,9,8,4,7,5,5,9,2,4,3,2,0,0,0,0,2,4,0,3,12,3,9,1,0,0,0,0,4,0,0,1,2,3,0,4,18,1,1,6,9,2,0,3,4,0,0,0,2,0,0,1,4
878,47,49,46,61,70,76,66,97,58,92,51,104,86,66,62,41,67,12,5,5,9,4,84,7,29,112,50,100,3,0,3,9,2,31,4,4,4,25,54,3,31,171,10,68,59,68,23,19,15,77,4,11,26,22,4,4,3,26
888,6,3,2,6,3,5,4,5,6,14,7,4,4,10,7,2,3,1,0,1,1,0,7,0,2,7,2,9,0,0,0,0,0,4,0,0,0,4,8,0,3,19,2,2,7,7,2,3,3,6,0,2,3,0,1,0,0,2
892,17,12,7,14,18,18,9,32,17,19,19,25,19,26,21,6,12,1,0,1,2,0,18,1,6,25,15,18,0,0,0,1,1,6,0,1,0,5,26,0,9,42,1,12,10,16,3,4,7,20,1,3,12,1,0,2,3,16
893,14,10,8,19,15,8,17,30,12,15,12,20,17,19,17,10,15,0,1,2,1,1,14,4,10,31,8,21,0,0,1,3,0,9,0,3,0,5,19,0,7,60,3,14,14,26,6,2,5,11,2,3,5,4,2,2,1,0
896,11,7,3,6,3,12,13,28,5,14,14,9,12,7,13,5,14,0,2,0,2,0,13,3,4,15,7,17,1,2,0,3,1,2,1,0,2,1,6,0,8,29,1,10,9,16,1,3,1,12,2,1,9,3,0,1,2,3
898,12,8,5,9,5,7,11,20,6,13,13,6,21,20,6,9,17,1,4,0,6,1,9,1,5,19,7,9,2,1,0,5,0,4,0,1,0,2,9,0,2,33,0,8,13,15,2,4,3,10,1,0,6,5,0,0,3,7
905,10,4,5,8,9,5,14,9,12,25,15,13,15,17,8,6,13,2,1,1,3,1,13,2,8,25,8,10,0,0,0,1,0,5,0,0,0,7,17,0,7,41,0,8,10,14,2,0,4,12,0,0,6,0,0,1,3,5
907,14,5,6,13,8,12,11,15,8,12,16,7,14,18,13,8,8,1,0,1,2,0,11,0,4,19,9,9,0,0,1,1,1,6,0,0,0,6,7,0,2,26,2,10,16,11,2,4,4,11,2,0,2,6,0,1,2,2
911,18,9,5,10,17,9,17,25,11,19,9,27,14,26,14,11,21,0,1,2,2,1,29,1,10,18,11,26,1,1,3,5,0,4,1,2,5,3,11,0,11,43,4,19,10,18,5,8,6,18,0,5,7,7,0,2,0,5
914,19,11,9,10,20,12,23,29,16,21,11,20,15,26,24,10,22,2,0,4,0,2,26,1,14,29,26,23,4,0,1,4,0,13,0,1,3,12,22,0,6,61,2,31,19,33,5,6,7,18,0,0,12,4,2,0,3,6
919,10,6,6,12,12,13,11,16,8,15,17,24,15,20,13,9,19,1,1,4,2,1,17,2,10,20,13,15,2,1,1,2,0,8,0,0,2,9,24,0,7,45,6,13,14,17,4,5,7,12,0,1,7,2,2,0,2,7
